,2018-04-12,2018-04-11,2018-04-10,2018-04-09,2018-04-04,2018-04-03,2018-04-02,2018-03-30,2018-03-29,2018-03-28,2018-03-27,2018-03-26,2018-03-23,2018-03-22,2018-03-21,2018-03-20,2018-03-19,2018-03-16,2018-03-15,2018-03-14
601137.XSHG,6692434284.0,6748884058.0,6679889890.0,6730067467.0,6698706481.0,6717523073.0,6717523073.0,6529357160.0,6491723978.0,6441546401.0,6617167919.0,6504268372.0,6309830262.0,6723795270.0,6805333832.0,6736339664.0,6799061635.0,6930777773.0,6899416788.0,6955866562.0
002206.XSHE,6506512391.0,6335288381.0,6151834084.0,6017300933.0,6102912939.0,6164064371.0,6200755230.0,6237446090.0,6164064371.0,6164064371.0,6237446090.0,6127373511.0,6090682652.0,6286367235.0,6249676376.0,6237446090.0,6347518668.0,6396439813.0,6482051819.0,6482051819.0
601908.XSHG,9477664080.0,9597381942.0,9597381942.0,9557475988.0,9497617057.0,9597381942.0,9796911712.0,9776958735.0,9617334919.0,9537523011.0,9637287896.0,9497617057.0,9337993241.0,9717099804.0,9816864689.0,9697146827.0,9776958735.0,9816864689.0,9816864689.0,10076253390.0
600961.XSHG,4261859945.0,4362076949.0,4388449844.0,4362076949.0,4335704053.0,4351527791.0,4457019373.0,4198564995.0,4093073413.0,4003405567.0,4082524254.0,4035053042.0,3929561459.0,4182741258.0,4087798834.0,4066700517.0,4056151359.0,4024503884.0,4066700517.0,4140544625.0
300322.XSHE,4001732546.0,3973235976.0,3981377853.0,4018016300.0,3928455653.0,4050583808.0,4136073516.0,4070938500.0,3916242837.0,3908100960.0,3989519730.0,3627206204.0,3594638696.0,3973235976.0,3842965944.0,3916242837.0,3924384714.0,3924384714.0,3851107821.0,3965094099.0
300114.XSHE,6557441539.0,6616517589.0,6604702379.0,6841006578.0,6965066283.0,6911897838.0,7018234728.0,7077310778.0,6900082628.0,6805560948.0,6575164354.0,6362490574.0,5783545285.0,5966681040.0,5960773435.0,5907604990.0,5889882175.0,5937143015.0,6138001585.0,5824898520.0
300549.XSHE,2608130400.0,2510792200.0,2496124800.0,2669466800.0,2650799200.0,2656132800.0,2676133800.0,2732136600.0,2682800800.0,2701468400.0,2577462200.0,2437455200.0,2437455200.0,2653466000.0,2510792200.0,2484124200.0,2493458000.0,2460123000.0,2481457400.0,2540127000.0
000411.XSHE,5518168564.0,5528541061.0,5476678574.0,5532690060.0,5350134107.0,4875073731.0,4968426207.0,4914489221.0,4638580793.0,4507887327.0,4638580793.0,4532781320.0,4402087854.0,4632357294.0,4609537800.0,4570122310.0,4568047811.0,4453950341.0,4443577843.0,4534855820.0
600307.XSHG,14781523521.0,14969424243.0,15032057818.0,14718889946.0,14718889946.0,14781523521.0,14969424243.0,15032057818.0,15032057818.0,14718889946.0,14969424243.0,14718889946.0,14906790669.0,15971561431.0,16096828580.0,16159462154.0,16159462154.0,16347362877.0,16472630025.0,16660530748.0
002919.XSHE,3344076698.0,3338377030.0,3308250213.0,3007796280.0,2867747293.0,2765967505.0,2842505905.0,2901131063.0,2869375769.0,2932886357.0,3258581677.0,3383160137.0,3076192297.0,2955685029.0,2686986390.0,2665001956.0,2610447990.0,2583578126.0,2684543675.0,2722812875.0
600610.XSHG,4563629817.0,4670757278.0,4670757278.0,4692182770.0,4660044532.0,4713608262.0,4895724945.0,4949288675.0,4895724945.0,4885012199.0,4906437691.0,4820735723.0,4842161215.0,5377798517.0,5388511263.0,5559915200.0,5538489708.0,5720606391.0,5881297581.0,5849159343.0
002076.XSHE,4038233681.0,4169677092.0,4162374680.0,4381447032.0,4432563914.0,4483680796.0,4074745740.0,3702322742.0,3673113095.0,3629298625.0,3680415507.0,3541669684.0,3541669684.0,3935999917.0,3994419211.0,4118560210.0,4176979504.0,4286515680.0,4016326446.0,4220793974.0
600531.XSHG,7784332407.0,7588088733.0,7424552338.0,7435454764.0,7435454764.0,7402747485.0,7468162043.0,7261015942.0,7282820795.0,7315528074.0,7468162043.0,7217406237.0,7162894105.0,7151991679.0,7162894105.0,7053869842.0,7053869842.0,7141089253.0,7250113516.0,7457259617.0
600091.XSHG,2200184996.0,2235177998.0,2252674499.0,2178314370.0,2121450741.0,2108328366.0,2121450741.0,2095205990.0,2095205990.0,2073335364.0,2064587113.0,2012097610.0,2033968237.0,2138947242.0,2082083614.0,2077709489.0,2055838863.0,2051464738.0,2012097610.0,2060212988.0
000060.XSHE,22655602875.0,22964975604.0,22964975604.0,22560411267.0,22512815462.0,22798390288.0,22393825951.0,22298634343.0,22227240636.0,21870272103.0,22155846930.0,21703686788.0,21608495179.0,23345742039.0,23274348332.0,23345742039.0,23417135745.0,23559923158.0,23702710571.0,24035881202.0
603101.XSHG,3172800000.0,3177600000.0,3376800000.0,3396000000.0,3422400000.0,3235200000.0,3136800000.0,3182400000.0,3064800000.0,3074400000.0,2985600000.0,2860800000.0,2808000000.0,3064800000.0,2973600000.0,2973600000.0,2978400000.0,2971200000.0,2925600000.0,2978400000.0
300629.XSHE,3396668365.0,3464668399.0,3383335025.0,3610001805.0,3468001734.0,3360001680.0,3271334969.0,3289334978.0,3258668296.0,3185334926.0,3338001669.0,3203334935.0,3066668200.0,3120668227.0,3207334937.0,2916001458.0,2974668154.0,2948668141.0,3086668210.0,3122668228.0
300627.XSHE,7175692225.0,7689738550.0,7317455600.0,6651784100.0,6046516125.0,6153763200.0,6226493975.0,6227726700.0,6028025250.0,5908450925.0,5958992650.0,5621226000.0,5269899375.0,5849280125.0,5905985475.0,5867771000.0,5782712975.0,5823392900.0,5898589125.0,5780247525.0
300672.XSHE,7451350416.0,7604468011.0,7709526799.0,7972173768.0,8271703079.0,7768762073.0,7886114974.0,7931938488.0,7633526824.0,7954291422.0,7853703220.0,7139526992.0,6490174271.0,6737174187.0,6881350609.0,7298232820.0,7035585851.0,6951762350.0,7129468172.0,6761762414.0
002831.XSHE,20636515900.0,20640516000.0,20776519400.0,20752518800.0,21100527500.0,20744518600.0,21092527300.0,21360534000.0,21008525200.0,21236530900.0,21040526000.0,21108527700.0,20988524700.0,21720543000.0,21852546300.0,22004550100.0,22384559600.0,22320558000.0,22316557900.0,22312557800.0
300056.XSHE,2706142910.0,2706142910.0,2706142910.0,2706142910.0,2706142910.0,2706142910.0,2706142910.0,2706142910.0,2706142910.0,2706142910.0,2706142910.0,2706142910.0,2706142910.0,2706142910.0,2706142910.0,2706142910.0,2706142910.0,2706142910.0,2706142910.0,2706142910.0
603318.XSHG,5690595128.0,5690595128.0,5690595128.0,5690595128.0,5690595128.0,5690595128.0,5690595128.0,5690595128.0,5690595128.0,5690595128.0,5690595128.0,5690595128.0,5690595128.0,5690595128.0,5690595128.0,5690595128.0,5690595128.0,5690595128.0,5690595128.0,5690595128.0
002226.XSHE,7418951239.0,7581318858.0,7668747577.0,7606298492.0,7693727210.0,7868584647.0,8193319886.0,7956013365.0,7856094830.0,7668747577.0,7956013365.0,7743686478.0,7593808675.0,8368177323.0,8568014393.0,8780341281.0,8917729267.0,9554709929.0,8692912562.0,9180015422.0
000727.XSHE,10599186733.0,10735073743.0,10644482403.0,10599186733.0,10644482403.0,10780369412.0,11006847761.0,10961552092.0,10780369412.0,10689778073.0,10780369412.0,10599186733.0,10372708384.0,11233326110.0,11188030441.0,11233326110.0,11142734771.0,11233326110.0,11142734771.0,11414508790.0
002688.XSHE,4383498620.0,4103971171.0,4103971171.0,4065853792.0,4072206689.0,4065853792.0,4084912482.0,4142088551.0,4110324068.0,4084912482.0,4135735654.0,4053147999.0,4002324827.0,4288205171.0,4313616757.0,4377145723.0,4269146482.0,4237381999.0,4243734895.0,4332675447.0
600679.XSHG,6443227131.0,6583996762.0,6463337078.0,6471381057.0,6487469015.0,6539754878.0,6563886815.0,6724766394.0,6704656446.0,6692590478.0,6865536025.0,6704656446.0,6873580004.0,7243603035.0,6821294141.0,6656392573.0,6744876341.0,6777052257.0,6982173720.0,7010327646.0
601988.XSHG,1.15105626375e+12,1.16871953123e+12,1.15694401958e+12,1.13339299628e+12,1.13339299628e+12,1.14222463002e+12,1.14222463002e+12,1.15694401958e+12,1.17460728705e+12,1.16577565331e+12,1.16871953123e+12,1.17460728705e+12,1.21287769991e+12,1.22759708948e+12,1.22759708948e+12,1.22759708948e+12,1.21582157782e+12,1.21582157782e+12,1.22759708948e+12,1.22759708948e+12
600719.XSHG,2334539692.0,2326447700.0,2196975828.0,2241481784.0,2294079732.0,2265757760.0,2326447700.0,2338585688.0,2342631684.0,2269803756.0,2257665768.0,2225297800.0,2229343796.0,2427597600.0,2334539692.0,2411413616.0,2241481784.0,2253619772.0,2221251804.0,2237435788.0
002632.XSHE,5825712919.0,5512502547.0,5606465659.0,5612729866.0,5612729866.0,5537559377.0,5543823584.0,5343368946.0,5286991079.0,4804647106.0,4854760766.0,4710683995.0,4660570335.0,4992573330.0,4967516500.0,4998837537.0,5080272234.0,5086536441.0,5117857478.0,5293255287.0
600198.XSHG,7339142487.0,6668740048.0,6633455709.0,6748129811.0,7030404522.0,7127436454.0,7374426826.0,7250931640.0,6933372590.0,6898088251.0,6995120183.0,6659918964.0,6571708116.0,7295037063.0,7418532250.0,7127436454.0,7118615369.0,7189184047.0,7242110555.0,7392068995.0
600483.XSHG,12616341917.0,12461159359.0,13019816566.0,12073202966.0,12181830756.0,11995611687.0,12073202966.0,11902502153.0,12135275989.0,12119757733.0,12243903779.0,11886983897.0,11607655294.0,12259422035.0,12073202966.0,12026648199.0,12181830756.0,11638691805.0,11281771923.0,11374881457.0
300248.XSHE,4393398284.0,4347971713.0,4169510188.0,4198712983.0,4150041658.0,4263608083.0,4370684998.0,4370684998.0,4276587103.0,4192223473.0,4078657048.0,3909929787.0,3783384342.0,4201957738.0,4159775923.0,4260363328.0,4318768918.0,4357705978.0,4474517159.0,4412866814.0
600734.XSHG,5861048586.0,5861048586.0,5861048586.0,5861048586.0,5861048586.0,5861048586.0,5861048586.0,5861048586.0,5861048586.0,5861048586.0,5861048586.0,5861048586.0,5861048586.0,5861048586.0,5861048586.0,5861048586.0,5861048586.0,5861048586.0,5861048586.0,5861048586.0
300239.XSHE,2700722273.0,2622373675.0,2567068782.0,2534807594.0,2580895005.0,2594721228.0,2553242558.0,2580895005.0,2557851299.0,2539416335.0,2544025076.0,2497937665.0,2433415290.0,2511763889.0,2520981371.0,2603938710.0,2562460040.0,2525590112.0,2539416335.0,2525590112.0
002519.XSHE,7547582779.0,7650348656.0,7559001209.0,7604674933.0,7741696103.0,7513327486.0,7479072194.0,7570419640.0,7239285146.0,7227866715.0,7421980040.0,7170774561.0,6953824375.0,7342051024.0,7353469455.0,7479072194.0,7559001209.0,7684603949.0,7867298842.0,7855880411.0
002094.XSHE,8353429782.0,8412312041.0,8357355266.0,8447641396.0,8361280750.0,8322025910.0,8322025910.0,8392684621.0,8141453650.0,8031540100.0,8125751714.0,8007987197.0,7850967840.0,8396610105.0,8479045267.0,8518300106.0,8439790428.0,8337727846.0,8310249459.0,8400535589.0
000543.XSHE,8432765056.0,8504380896.0,8522284855.0,8432765056.0,8414861097.0,8450669016.0,8611804654.0,8647612574.0,8665516534.0,8504380896.0,8593900694.0,8575996735.0,8361149217.0,8880364051.0,8969883850.0,9095211568.0,9041499689.0,9005691769.0,9095211568.0,9077307608.0
300197.XSHE,15606842626.0,15622039162.0,15652432235.0,16625010548.0,16716189765.0,16792172446.0,17020120488.0,17156889313.0,16822565518.0,16199507536.0,15743611451.0,15211732686.0,14968588108.0,15895576813.0,16062738711.0,16229900608.0,16184311000.0,16275490217.0,16351472897.0,16427455578.0
002521.XSHE,4170201454.0,4194935745.0,4140520305.0,4165254596.0,4165254596.0,4110839156.0,4180095171.0,4125679730.0,4105892298.0,4086104865.0,4135573447.0,4120732872.0,4150414021.0,4333447774.0,4333447774.0,4348288349.0,4358182065.0,4338394633.0,4353235207.0,4580790684.0
600629.XSHG,6249729589.0,6323204971.0,6310238727.0,6318882890.0,6401002435.0,6478799899.0,6582529850.0,6634394826.0,6634394826.0,6426934923.0,6124389230.0,5977438466.0,5999048872.0,6379392028.0,6444223248.0,6327527052.0,6331849134.0,6331849134.0,6362103703.0,6426934923.0
601016.XSHG,12674458000.0,12840680400.0,12799124800.0,12632902400.0,12716013600.0,12716013600.0,12923791600.0,12965347200.0,12923791600.0,12799124800.0,12840680400.0,12674458000.0,12549791200.0,13090014000.0,13214680800.0,13297792000.0,13297792000.0,13422458800.0,13547125600.0,13547125600.0
300005.XSHE,4429730703.0,4474295398.0,4429730703.0,4456469520.0,4483208337.0,4616902423.0,4501034215.0,4536685971.0,4438643642.0,4456469520.0,4394078947.0,4304949556.0,4224733105.0,4483208337.0,4474295398.0,4581250667.0,4563424788.0,4554511849.0,4634728301.0,4581250667.0
603855.XSHG,3664944900.0,3618595100.0,3625216500.0,3559002500.0,3515963400.0,3486167100.0,3539138300.0,3592109500.0,3684809100.0,3499409900.0,3439817300.0,3310700000.0,3267660900.0,3499409900.0,3469613600.0,3469613600.0,3433195900.0,3419953100.0,3370292600.0,3476235000.0
300138.XSHE,4275019016.0,4267679928.0,4322723091.0,4293366737.0,4322723091.0,4330062180.0,4234654030.0,4183280411.0,4102550438.0,4076863628.0,4073194084.0,4025490009.0,4117228615.0,4025490009.0,4117228615.0,4128237248.0,4128237248.0,4109889526.0,4150254513.0,4168602234.0
300537.XSHE,3150210171.0,3082650516.0,3032463345.0,3098092723.0,3024742241.0,3082650516.0,3026672517.0,2957182587.0,2895413760.0,2854877967.0,2841366036.0,2735200865.0,2669571487.0,2953322035.0,3007369759.0,3040184448.0,3074929413.0,3059487206.0,3063347758.0,3111604654.0
300342.XSHE,6047723808.0,6160038679.0,6177317890.0,6255074339.0,5957007951.0,5987246570.0,6134119862.0,6112520849.0,5900850516.0,5905170318.0,5788535645.0,5758297026.0,5658941563.0,6026124794.0,6086602032.0,6147079271.0,6190277298.0,6147079271.0,6255074339.0,6160038679.0
002816.XSHE,1803000000.0,1842000000.0,1795000000.0,1819000000.0,1824000000.0,1872000000.0,1924000000.0,2019000000.0,1892000000.0,1720000000.0,1737000000.0,1646000000.0,1660000000.0,1752000000.0,1708000000.0,1695000000.0,1673000000.0,1680000000.0,1616000000.0,1677000000.0
603860.XSHG,2403814000.0,2408481600.0,2339134400.0,2365806400.0,2321797600.0,2351136800.0,2344468800.0,2331799600.0,2305794400.0,2267786800.0,2235113600.0,2173768000.0,2108421600.0,2305794400.0,2195105600.0,2160432000.0,2133093200.0,2117090000.0,2076415200.0,2153097200.0
002775.XSHE,5350680947.0,5446858556.0,5405181592.0,5334651346.0,5459682237.0,5555859845.0,4207415000.0,4207415000.0,4207415000.0,4207415000.0,4207415000.0,4207415000.0,4207415000.0,4534108400.0,4544008200.0,4670230650.0,4628156500.0,4643006200.0,4571232650.0,4652906000.0
600448.XSHG,2256853787.0,2298841765.0,2272599279.0,2262102285.0,2267350782.0,2272599279.0,2325084251.0,2330332748.0,2293593268.0,2262102285.0,2304090262.0,2267350782.0,2262102285.0,2461545177.0,2440551189.0,2435302692.0,2414308703.0,2445799686.0,2451048183.0,2472042172.0
600841.XSHG,10382944163.0,10590949723.0,10512947638.0,10478280045.0,10668951807.0,10963626350.0,10746953892.0,10746953892.0,10703619401.0,10590949723.0,10807622180.0,10720953197.0,10972293248.0,10651618011.0,10244273791.0,9914931655.0,10235606892.0,10573615926.0,10625617316.0,10833622875.0
002120.XSHE,54654690142.0,56042359335.0,55482422643.0,55738045916.0,57016162278.0,56845746763.0,58233415956.0,60862683900.0,59669775296.0,59231563971.0,60205366914.0,57843894779.0,57831722242.0,57929102536.0,58902905478.0,59523704854.0,56870091836.0,56237119924.0,56322327681.0,56371017828.0
300536.XSHE,2356360659.0,2354684727.0,2327869812.0,2430101676.0,2497138963.0,2415018286.0,2453564726.0,2471999980.0,2404962693.0,2351332863.0,2329545744.0,2265860321.0,2205526762.0,2431777608.0,2517250149.0,2554120658.0,2540713200.0,2466972184.0,2383175574.0,2485407438.0
300302.XSHE,5574807655.0,5541123017.0,5499017219.0,5633755772.0,5570597075.0,5886390560.0,6059024332.0,5730599108.0,5486385479.0,5545333597.0,5355857506.0,5035853441.0,4576900243.0,4880061988.0,4842166770.0,4699007057.0,4656901259.0,4547426184.0,4501109806.0,4732691695.0
000761.XSHE,17129142171.0,17361664463.0,17477925609.0,17012881025.0,16896619880.0,16935373595.0,17322910748.0,17322910748.0,17361664463.0,16935373595.0,16974127310.0,16664097588.0,16780358734.0,18601783354.0,18795551930.0,19066827937.0,19028074222.0,19531872521.0,19880655959.0,20074424536.0
603766.XSHG,13544825814.0,13819525869.0,13819525869.0,13988572057.0,13756133549.0,13777264322.0,14136487472.0,14242141339.0,14051964378.0,13819525869.0,13798395096.0,13354648852.0,13101079570.0,14115356698.0,14115356698.0,14136487472.0,14326664433.0,14390056754.0,14411187527.0,14474579848.0
300101.XSHE,9741120000.0,9741120000.0,10130320000.0,10992120000.0,9991320000.0,9952400000.0,10625160000.0,9657720000.0,8779240000.0,8723640000.0,9040560000.0,8612440000.0,8062000000.0,7995280000.0,7950800000.0,8100920000.0,7906320000.0,7678360000.0,7695040000.0,7600520000.0
002057.XSHE,2929490604.0,2991056081.0,2957708115.0,2962838571.0,2932055833.0,2978229940.0,3078273840.0,3098795666.0,3011577907.0,2955142886.0,2993621309.0,2944881974.0,2888446953.0,3168056827.0,3183448196.0,3196274337.0,3109056578.0,3078273840.0,3019273591.0,3070578155.0
600272.XSHG,2447010000.0,2490750000.0,2512620000.0,2493180000.0,2447010000.0,2500470000.0,2563650000.0,2592810000.0,2629260000.0,2619540000.0,2811510000.0,2585520000.0,2721600000.0,2869830000.0,2609820000.0,2371680000.0,2313360000.0,2308500000.0,2281770000.0,2276910000.0
601898.XSHG,66823663536.0,67751769974.0,67884356608.0,66823663536.0,66293317000.0,66558490268.0,67751769974.0,67751769974.0,68016943242.0,66823663536.0,68016943242.0,67354010072.0,68149529876.0,71066435824.0,71861955628.0,72922648700.0,72392302164.0,74248515040.0,74911448210.0,75044034844.0
603797.XSHG,3675848200.0,3754784000.0,3682248400.0,3660914400.0,3624646600.0,3631046800.0,3603312600.0,3633180200.0,3616113000.0,3584112000.0,3541444000.0,3477442000.0,3360105000.0,3695048800.0,3703582400.0,3773984600.0,3855053800.0,3699315600.0,3701449000.0,3761184200.0
300184.XSHE,7997098459.0,8247213472.0,8234049524.0,8220885576.0,8378852953.0,7918114770.0,7898368848.0,7911532796.0,7378392899.0,7345483029.0,7398138821.0,7148023807.0,6970310508.0,7740401471.0,7819385160.0,7964188588.0,7793057263.0,7608761990.0,7793057263.0,7648253834.0
300586.XSHE,3831360000.0,3831360000.0,3831360000.0,3831360000.0,3831360000.0,3831360000.0,3831360000.0,3831360000.0,3831360000.0,3831360000.0,3831360000.0,3831360000.0,3831360000.0,3831360000.0,3831360000.0,3831360000.0,3831360000.0,3831360000.0,3831360000.0,3831360000.0
002284.XSHE,5834067960.0,5863570200.0,5915199120.0,6018456960.0,5893072440.0,5708683440.0,5863570200.0,5723434560.0,5649678960.0,5583298920.0,5546421120.0,5413661040.0,5325154320.0,5893072440.0,5915199120.0,5981579160.0,6165968160.0,6239723760.0,6077461440.0,6084837000.0
000592.XSHE,8345293453.0,8383929071.0,8383929071.0,8577107160.0,8325975645.0,8074844129.0,8190750982.0,8190750982.0,8152115364.0,8074844129.0,8403246880.0,8229386600.0,8152115364.0,8654378396.0,8712331823.0,8828238676.0,8808920868.0,8944145530.0,8789603059.0,8982781148.0
603890.XSHG,4723760000.0,4841580000.0,4684030000.0,4784040000.0,4648410000.0,4766230000.0,4640190000.0,4615530000.0,4522370000.0,4423730000.0,4423730000.0,4308650000.0,4260700000.0,4733350000.0,4759380000.0,4729240000.0,4810070000.0,4373040000.0,4300430000.0,4553880000.0
600104.XSHG,384970051977.0,386138398113.0,396887182569.0,397821859478.0,396069340274.0,386839405795.0,397120851796.0,397354521024.0,384853217363.0,380179832817.0,391980128796.0,398289197933.0,415347051526.0,420020436072.0,422707632186.0,431470228209.0,436026778142.0,430301882073.0,429600874391.0,430769220528.0
300034.XSHE,4771268631.0,4923273649.0,4876827671.0,5201949516.0,5176615346.0,5113279922.0,5358176896.0,5193504793.0,5147058815.0,5307508556.0,5201949516.0,4729045014.0,4298364129.0,4695266121.0,4724822653.0,4602374166.0,4332143022.0,4336365384.0,4450369147.0,4463036232.0
